0301,2423,0102,4666
0301,2423,0103,4555
0301,2423,0111,5451
0301,2423,0121,5453
0301,2423,0131,4232
0301,2423,0402,2324
0301,2423,0403,4636
0301,2423,0506,2303
0301,2423,0507,4656
0301,2423,0515,3424
0301,2423,0525,4656
0301,2423,0535,4606
0301,2423,1410,2325
0301,2423,1411,2327
0301,2423,1412,3414
0301,2423,1413,2322
0301,2423,1415,4636
0301,2423,1416,2326
0301,2423,1417,5452
0301,2423,1418,4636
0301,2423,1424,4555
0301,2423,3010,4202
0301,2423,3020,4202
0301,2423,3031,4252
0301,2423,3032,5451
0301,2423,3033,4525
0301,2423,3818,4636
0301,2423,3828,4636
0301,2423,3835,2325
0301,2423,3836,6468
0301,2423,3837,4636
0301,2423,4111,4241
0301,2423,4121,4636
0301,2423,4131,5451
0301,2423,4151,4222
0301,2423,4161,4252
0301,2423,4171,4535
0301,2423,4181,5451
0301,2423,4707,4647
0301,2423,4717,4252
0301,2423,4727,4202
0301,2423,4737,4272
0301,2423,4757,4252
0301,2423,4767,4565
0301,2423,4777,3432
0301,2423,4787,3433
0301,2423,5051,4222
0301,2423,5052,3431
0301,2423,5053,3437
0301,2423,5060,4656
0301,2423,5070,4333
0301,2423,5855,5452
0301,2423,5856,2303
0301,2423,5857,4606
0301,2423,5868,5451
0301,2423,5878,4636
0301,2423,7470,4575
0301,2423,7471,6474
0301,2423,7472,4656
0301,2423,7473,4656
0301,2423,7475,4515
0301,2423,7476,4333
0301,2423,7477,4272
0301,2423,7478,4353
0301,2423,8353,5455
0301,2423,8363,4525
0301,2423,8373,4363
0301,2423,8381,3424
0301,2423,8382,4353
0301,2423,8555,5453
0301,2423,8565,3424
0301,2423,8575,2325
0301,2423,8586,4636
0301,2423,8587,4575
0302,5455,0201,4333
0302,5455,0203,4232
0302,5455,0212,2422
0302,5455,0222,5575
0302,5455,0232,5551
0302,5455,0403,5551
0302,5455,0506,4363
0302,5455,0507,5556
0302,5455,0515,4212
0302,5455,0525,2420
0302,5455,0535,5553
0302,5455,1410,4616
0302,5455,1411,4363
0302,5455,1412,4515
0302,5455,1413,4616
0302,5455,1415,2428
0302,5455,1416,2426
0302,5455,1417,6461
0302,5455,1418,2414
0302,5455,3010,3430
0302,5455,3020,4363
0302,5455,3031,5557
0302,5455,3032,5551
0302,5455,3033,3435
0302,5455,3818,4656
0302,5455,3828,5551
0302,5455,3835,5553
0302,5455,3836,5553
0302,5455,3837,4535
0302,5455,4101,2420
0302,5455,4111,4626
0302,5455,4121,4454
0302,5455,4131,4454
0302,5455,4151,3437
0302,5455,4161,4323
0302,5455,4171,3431
0302,5455,4181,4303
0302,5455,4707,4647
0302,5455,4717,5551
0302,5455,4727,4535
0302,5455,4737,6463
0302,5455,4757,2420
0302,5455,4767,4666
0302,5455,4777,4525
0302,5455,4787,5557
0302,5455,5051,4282
0302,5455,5052,3431
0302,5455,5053,3435
0302,5455,5054,4333
0302,5455,5060,4686
0302,5455,5070,6466
0302,5455,5856,5551
0302,5455,5857,6468
0302,5455,5868,4535
0302,5455,5878,4363
0302,5455,7470,4282
0302,5455,7471,3431
0302,5455,7472,6462
0302,5455,7473,4454
0302,5455,7475,3431
0302,5455,7476,5557
0302,5455,7477,6474
0302,5455,7478,3431
0302,5455,8353,3436
0302,5455,8363,4676
0302,5455,8373,4222
0302,5455,8381,3437
0302,5455,8382,4333
0302,5455,8565,4606
0302,5455,8575,5551
0302,5455,8586,2420
0302,5455,8587,4666
0313,2427,0401,2737
0313,2427,0402,5451
0313,2427,0403,2717
0313,2427,0506,4525
0313,2427,0507,3431
0313,2427,0515,4656
0313,2427,0525,4656
0313,2427,0535,5457
0313,2427,1303,5455
0313,2427,1310,4656
0313,2427,1311,4252
0313,2427,1312,2722
0313,2427,1323,4656
0313,2427,1333,5455
0313,2427,1415,4525
0313,2427,1416,4252
0313,2427,1417,4323
0313,2427,1418,4525
0313,2427,1424,2737
0313,2427,3010,4353
0313,2427,3020,2724
0313,2427,3031,4525
0313,2427,3032,5451
0313,2427,3033,4373
0313,2427,3818,4575
0313,2427,3828,3424
0313,2427,3835,4323
0313,2427,3836,2726
0313,2427,3837,4353
0313,2427,4101,4323
0313,2427,4111,4656
0313,2427,4121,4656
0313,2427,4131,2721
0313,2427,4151,5457
0313,2427,4161,4656
0313,2427,4171,4252
0313,2427,4181,4656
0313,2427,4737,4575
0313,2427,4757,2723
0313,2427,4767,4656
0313,2427,4777,4353
0313,2427,4787,2724
0313,2427,5051,5457
0313,2427,5052,3436
0313,2427,5053,4333
0313,2427,5060,4252
0313,2427,5070,4353
0313,2427,5855,4656
0313,2427,5856,6466
0313,2427,5857,4525
0313,2427,5868,4323
0313,2427,5878,6460
0313,2427,7470,3431
0313,2427,7471,4525
0313,2427,7472,4525
0313,2427,7473,4525
0313,2427,7475,4252
0313,2427,7476,4525
0313,2427,7477,4525
0313,2427,7478,3431
0313,2427,8353,2737
0313,2427,8363,4575
0313,2427,8373,4252
0313,2427,8381,2737
0313,2427,8382,4525
0313,2427,8555,4282
0313,2427,8565,4373
0313,2427,8575,4525
0313,2427,8586,4656
0313,2427,8587,3431
0323,4515,0401,4202
0323,4515,0402,4212
0323,4515,0403,4202
0323,4515,0506,1517
0323,4515,0507,4353
0323,4515,1410,4202
0323,4515,1411,4232
0323,4515,1412,4616
0323,4515,1413,6460
0323,4515,2303,5452
0323,4515,2313,1575
0323,4515,2320,2425
0323,4515,2321,5456
0323,4515,2322,4445
0323,4515,2333,6461
0323,4515,3010,4616
0323,4515,3020,4202
0323,4515,3031,4616
0323,4515,3032,4606
0323,4515,3033,4232
0323,4515,3818,6460
0323,4515,3828,3433
0323,4515,3835,4636
0323,4515,3836,6467
0323,4515,3837,4616
0323,4515,4101,4202
0323,4515,4111,6462
0323,4515,4121,4616
0323,4515,4131,4636
0323,4515,4151,6460
0323,4515,4161,6462
0323,4515,4171,6460
0323,4515,4181,4282
0323,4515,4707,4647
0323,4515,4717,4202
0323,4515,4727,4212
0323,4515,4737,1517
0323,4515,4757,1518
0323,4515,4767,6460
0323,4515,4777,6466
0323,4515,4787,4647
0323,4515,5051,6466
0323,4515,5052,6462
0323,4515,5053,4252
0323,4515,5060,1565
0323,4515,5070,6460
0323,4515,5855,5453
0323,4515,5856,6466
0323,4515,5857,4202
0323,4515,5868,1565
0323,4515,5878,6468
0323,4515,7470,6460
0323,4515,7471,4252
0323,4515,7472,1565
0323,4515,7473,4202
0323,4515,7475,1555
0323,4515,7476,6460
0323,4515,7477,4616
0323,4515,7478,6474
0323,4515,8353,6463
0323,4515,8363,6468
0323,4515,8373,1575
0323,4515,8381,1517
0323,4515,8382,4616
0323,4515,8525,4445
0323,4515,8535,4445
0323,4515,8545,6461
0323,4515,8555,4212
0323,4515,8565,4616
0323,4515,8575,4616
0323,4515,8586,1585
0323,4515,8587,1525
0333,3435,0401,4202
0333,3435,0402,5455
0333,3435,0403,4606
0333,3435,0506,4616
0333,3435,0507,4202
0333,3435,0515,4202
0333,3435,0525,4373
0333,3435,1410,5455
0333,3435,1411,4606
0333,3435,1412,2420
0333,3435,1413,4606
0333,3435,1415,4616
0333,3435,1416,4626
0333,3435,1417,2423
0333,3435,1418,4616
0333,3435,3010,4575
0333,3435,3020,4606
0333,3435,3031,4202
0333,3435,3032,4434
0333,3435,3303,4272
0333,3435,3313,4323
0333,3435,3323,4616
0333,3435,3331,2422
0333,3435,3332,2420
0333,3435,3334,4363
0333,3435,3818,3537
0333,3435,3828,4606
0333,3435,3836,4353
0333,3435,3837,4606
0333,3435,4101,4363
0333,3435,4111,6466
0333,3435,4121,4282
0333,3435,4131,4565
0333,3435,4151,5457
0333,3435,4161,4241
0333,3435,4171,5457
0333,3435,4181,4241
0333,3435,4707,4686
0333,3435,4717,4222
0333,3435,4727,4202
0333,3435,4737,4202
0333,3435,4757,4555
0333,3435,4767,3537
0333,3435,4777,4262
0333,3435,4787,4647
0333,3435,5051,4202
0333,3435,5052,4606
0333,3435,5053,4252
0333,3435,5060,4373
0333,3435,5070,3525
0333,3435,5855,6466
0333,3435,5856,4353
0333,3435,5857,4686
0333,3435,5868,4262
0333,3435,5878,5455
0333,3435,7470,6468
0333,3435,7471,4272
0333,3435,7472,6474
0333,3435,7473,4565
0333,3435,7475,4202
0333,3435,7476,4565
0333,3435,7477,4676
0333,3435,7478,6474
0333,3435,8353,4252
0333,3435,8363,4202
0333,3435,8373,4252
0333,3435,8381,4282
0333,3435,8382,3515
0333,3435,8555,4606
0333,3435,8565,3536
0333,3435,8575,6468
0333,3435,8586,4606
0333,3435,8587,4606
0506,4515,0301,2426
0506,4515,0302,2420
0506,4515,0313,1565
0506,4515,0323,1505
0506,4515,0333,6467
0506,4515,0405,4353
0506,4515,0605,5452
0506,4515,0607,4353
0506,4515,0616,2420
0506,4515,0626,1575
0506,4515,0636,2427
0506,4515,1410,2425
0506,4515,1411,1512
0506,4515,1412,2414
0506,4515,1413,5456
0506,4515,3010,3430
0506,4515,3020,4353
0506,4515,3031,3436
0506,4515,3032,3437
0506,4515,3033,6465
0506,4515,3818,2420
0506,4515,3828,4313
0506,4515,3835,5453
0506,4515,3836,2420
0506,4515,3837,4626
0506,4515,4101,4252
0506,4515,4111,6460
0506,4515,4121,4222
0506,4515,4131,4363
0506,4515,4151,6467
0506,4515,4161,4262
0506,4515,4171,4616
0506,4515,4181,4232
0506,4515,4707,4647
0506,4515,4717,4647
0506,4515,4727,4647
0506,4515,4737,4647
0506,4515,4757,6467
0506,4515,4767,4647
0506,4515,4777,4353
0506,4515,4787,4647
0506,4515,5051,4353
0506,4515,5052,6460
0506,4515,5053,1505
0506,4515,5060,1525
0506,4515,5070,6460
0506,4515,5855,5453
0506,4515,5856,4282
0506,4515,5857,4353
0506,4515,5868,4373
0506,4515,5878,1555
0506,4515,7470,1555
0506,4515,7471,4353
0506,4515,7472,4373
0506,4515,7473,2420
0506,4515,7475,4445
0506,4515,7476,4353
0506,4515,7477,4676
0506,4515,7478,4353
0506,4515,8353,1505
0506,4515,8363,4333
0506,4515,8373,2420
0506,4515,8381,4353
0506,4515,8382,4645
0506,4515,8525,2420
0506,4515,8535,4636
0506,4515,8545,3431
0506,4515,8555,6468
0506,4515,8565,2422
0506,4515,8575,4445
0506,4515,8586,4353
0506,4515,8587,4616
0507,4555,0301,4212
0507,4555,0302,4606
0507,4555,0313,6468
0507,4555,0323,3433
0507,4555,0333,4353
0507,4555,0405,5515
0507,4555,0406,5565
0507,4555,0705,2422
0507,4555,0706,4676
0507,4555,0717,4666
0507,4555,0727,4445
0507,4555,0737,4445
0507,4555,1410,2414
0507,4555,1411,4353
0507,4555,1412,4353
0507,4555,1413,4676
0507,4555,1415,4282
0507,4555,1416,4676
0507,4555,1417,2420
0507,4555,1418,4353
0507,4555,3010,4616
0507,4555,3020,4445
0507,4555,3031,3433
0507,4555,3032,6467
0507,4555,3033,4353
0507,4555,3818,2421
0507,4555,3828,4353
0507,4555,3835,6467
0507,4555,3836,3431
0507,4555,3837,4353
0507,4555,4101,5453
0507,4555,4111,4241
0507,4555,4121,4616
0507,4555,4131,4676
0507,4555,4151,4606
0507,4555,4161,4262
0507,4555,4171,3431
0507,4555,4181,6463
0507,4555,4717,4647
0507,4555,4727,4647
0507,4555,4737,4445
0507,4555,4757,4373
0507,4555,4767,4606
0507,4555,4777,4373
0507,4555,4787,4647
0507,4555,5051,4686
0507,4555,5052,6467
0507,4555,5053,5557
0507,4555,5060,4353
0507,4555,5070,4606
0507,4555,5856,3432
0507,4555,5857,3433
0507,4555,5868,3431
0507,4555,5878,3431
0507,4555,7470,4353
0507,4555,7471,3431
0507,4555,7472,4666
0507,4555,7473,3433
0507,4555,7475,3431
0507,4555,7476,6474
0507,4555,7477,4686
0507,4555,7478,6474
0507,4555,8353,4445
0507,4555,8363,4445
0507,4555,8373,4676
0507,4555,8381,5453
0507,4555,8382,4445
0507,4555,8565,3437
0507,4555,8575,2422
0507,4555,8586,4616
0507,4555,8587,3433
0515,4252,0301,4555
0515,4252,0302,5456
0515,4252,0313,3431
0515,4252,0323,4555
0515,4252,0333,6465
0515,4252,0405,5282
0515,4252,0406,2426
0515,4252,0407,4525
0515,4252,1410,3437
0515,4252,1411,5202
0515,4252,1412,2423
0515,4252,1413,2423
0515,4252,1505,4606
0515,4252,1516,2427
0515,4252,1517,5453
0515,4252,1518,2421
0515,4252,1525,4353
